#  file: fsfProjectLicenses2010-May.txt
#  package: fsfRawData
#  description of file/package:
#
#  This package includes raw data files from our database of Free Software 
#  Foundation project information generated from the list of projects gathered 
#  in 2010-May
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;)
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#  
#  SELECT pi.proj_num, p.proj_unixname, pi.license, pi.datasource_id 
#  FROM fsf_project_licenses pi, fsf_projects p 
#  WHERE p.proj_num = pi.proj_num AND pi.datasource_id=221 
#  ORDER BY p.proj_unixname, pi.license
#
#  datasource_id = 221 is the 2010-May collection from FSF.
proj_num	proj_unixname	license	datasource_id
3011	fdm	GPLv2orlater	221
5505	fdmf	GPLv2	221
3010	fdmx	BSD	221
3009	fdutils	GPLv2orlater	221
4952	FeedCreator	GPLv2orlater	221
3008	feedisto	GPLv2orlater	221
3007	feedmelinks	X11	221
3006	feedparser	Python2.1.1	221
5811	feedstater	GPLv2	221
3005	feh	X11	221
5819	felidae	GPLv2orlater	221
3004	fenris	GPLv2	221
3003	ferm	GPLv2	221
3002	ferret	GPLv3	221
3001	ferriscreate	GPLv2	221
2999	festival	X11	221
3000	festival-gaim	GPLv2orlater	221
4967	FET	GPLv2orlater	221
2998	feta	GPLv2	221
2997	fetchconfig	GPLv2orlater	221
2996	fetchmail	GPLv2orlater	221
5550	fetchtowebmail	GPLv2	221
2995	ff	GPLv2orlater	221
2993	ffe	GPLv2orlater	221
2992	ffmpeg	LGPLv2orlater	221
2991	ffmpeg2theora	GPLv2orlater	221
2990	ffp	GPLv2orlater	221
4966	FFPF	GPLv2orlater	221
2989	ffpocket	GPLv2orlater	221
2988	ffproxy	GPLv2	221
2987	ffsearch	GPLv2orlater	221
2986	fftv	LGPLv2orlater	221
2985	fftw	GPLv2orlater	221
2984	fget	BSD_3Clause	221
2983	fhp	GPLv2orlater	221
2982	fianchetto	GPLv2	221
2981	ficc	GPLv2orlater	221
3030	fIcy	LGPLv2.1	221
6062	fiftystatesapp	GPLv3	221
2980	fig2ps	GPLv2	221
2979	figarospasswordmanager	GPLv2	221
2978	figura	GPLv2orlater	221
2977	file	BSD_AdClause	221
4951	File-Reader	Perl	221
4950	File-Scan	Perl	221
5762	fileinfo	GPLv3	221
4949	FileManager	GPLv2orlater	221
2976	filepp	GPLv2orlater	221
2975	fileprune	X11	221
4948	FileRepair	GPLv2	221
4947	FileRoller	GPLv2	221
2974	fileschanged	GPLv2	221
4946	FileTools	GPLv2	221
2973	fileutils	GPLv2	221
2972	filewatcher	GPLv2orlater	221
2971	filter	GPLv2	221
2970	fim	GPLv2orlater	221
2969	findutils	GPLv3orlater	221
6076	findwild	GPLv3	221
2968	fingerd	SimplePermissiveNoNonWarranty	221
5977	firebug	BSD_3Clause	221
4945	FireDNS	GPLv2	221
2967	fireflier	GPLv2	221
2966	firefly	GPL	221
6093	fireget	GPLv2orlater	221
2965	firehose	LGPL	221
4944	FireMake	GPLv2	221
2964	fireparse	GPLv2orlater	221
2963	firestarter	GPLv2orlater	221
2962	firestorm	GPLv2	221
4943	FireString	GPLv2	221
2961	firetero	GPLv2orlater	221
4942	Fireworkx	GPLv2orlater	221
4941	Fische	GPLv2	221
2960	fish	GPLv2	221
2959	fityk	GPLv2	221
2957	flac	GPL	221
2957	flac	Xiph	221
2958	flac-jacket	GPLv2orlater	221
2956	flac2ogg	GPLv2	221
6190	flaccda	X11	221
4940	FlacFile	GPLv2	221
2955	flactagger	GPLv2orlater	221
2954	flam3	GPLv2orlater	221
5647	flamerobin	Expat	221
5647	flamerobin	LGPLv2	221
5991	flannel	BSD_2Clause	221
2953	flash	GPLv2orlater	221
2952	flashPash	BSD	221
2952	flashPash	LGPL	221
2951	flate	LGPL	221
4939	FlatFileSQLDatabase	SimplePermissiveNoNonWarranty	221
6286	flatland	BSD_3Clause	221
6286	flatland	Expat	221
2950	flawfinder	GPLv2	221
2949	flc	GPLv2	221
2948	fldiff	GPLv2	221
2947	fle3	GPLv2orlater	221
2946	flex	BSD_AdClause	221
5992	flexable	BSD_2Clause	221
2945	flexbackup	GPLv2	221
4938	FlightGear	GPLv2	221
5480	flimp	GPLv3	221
2944	flinch	GPLv2orlater	221
2943	flock	GPLv2	221
2942	floppyfw	PublicDomain	221
2941	flounder	GPLv2orlater	221
2940	flowd	BSD_1Clause	221
2939	flowerattack	GPLv2orlater	221
2938	flowersol	GPLv2orlater	221
2937	flpsed	GPLv2orlater	221
2936	flrec	GPLv2orlater	221
2935	fltdj	GPLv2orlater	221
2934	fltk	LGPL	221
4937	Flumotion	GPLv2	221
4936	Fluxbox	X11	221
2933	fluxus	GPLv2orlater	221
6289	flvlib	Expat	221
2932	flwm	GPLv2orlater	221
5721	flxplay	PublicDomain	221
2931	fly	SimplePermissiveNoNonWarranty	221
4935	FlyBird	GPLv2	221
2930	flyspell.el	GPLv2orlater	221
2929	flyspray	LGPLv2.1	221
2928	fmio	BSD_2Clause	221
2927	fnord	GPLv2	221
2926	fntsample	GPLv2orlater	221
5411	foftofix	BSD_3Clause	221
6290	follow	Expat	221
4934	FontForge	BSD_3Clause	221
4933	Fontlinge	GPLv2	221
5993	fonttools	ISC	221
2925	fontutils	GPLv2	221
4965	FOO	GPLv2orlater	221
4932	FooBilliard	GPLv2	221
2924	foocache	GPLv2orlater	221
2923	foomatic	GPLv2orlater	221
2922	foopanel	GPLv2orlater	221
6435	forban	AGPLv3 or later	221
6435	forban	BSD_3Clause	221
6295	forestboard	Expat	221
6296	formalchemy	Expat	221
4931	FormEntry	GPLv2orlater	221
2921	formgenie	GPLv2orlater	221
6008	fortune	BSD_2Clause	221
4930	Forum	GPLv2orlater	221
5567	fosite	GPLv2	221
5567	fosite	X11	221
2920	fotox	GPLv2	221
6073	fotoxx	GPLv3	221
4964	FOX	LGPL	221
5708	fpdb	AGPLv3 or later	221
5708	fpdb	GFDL	221
4963	FPDF	SimplePermissive	221
2919	fping	X11	221
2918	fplan	GPLv2	221
2917	fr	GPLv2orlater	221
4929	FramebufferUI	GPLv2orlater	221
2916	free-sa	GPLv2orlater	221
2912	freeb	LGPLv2.1orlater	221
2912	freeb	PHP	221
2911	freebeltane	GPLv2orlater	221
2910	freecad	GPLv2	221
2910	freecad	LGPLv2.1	221
2909	freecellsolver	X11	221
2908	freeciv	GPLv2orlater	221
2907	freecycle	GPLv2orlater	221
2906	freedce	BSD_2Clause	221
4928	FreeDink	GPLv2orlater	221
2905	freedoom	BSD_3Clause	221
2904	freedos	GPLv2	221
2903	freefont	GPLv2orlater	221
2902	freeipmi	GPLv2orlater	221
2901	freej	GPLv2orlater	221
2900	freeling	LGPLv2	221
4926	FreeMat	X11	221
2899	freemed	GPLv2	221
4927	FreeMED	GPLv2	221
5873	freenats	Expat	221
5873	freenats	GPLv3orlater	221
5873	freenats	LGPLv2.1orlater	221
2898	freenet	GPLv2	221
2915	freePascal	GPLv2	221
4925	FreeRealty	GPLv2orlater	221
2897	freeside	AGPLv3 or later	221
2896	freesnell	GPLv2orlater	221
2914	freeSWAN	GPLv2	221
2895	freetalk	GPLv2orlater	221
2894	freetype	FreeType License	221
2894	freetype	GPL	221
4924	FreeV-AMP	GPLv2orlater	221
2913	freeVSD	GPLv2orlater	221
4923	FreeWRLDI	GPLv2orlater	221
5395	freewvs	GPLv3orlater	221
4922	Frei0r	GPL	221
2893	fresco	LGPL	221
5551	freytagdatamatrix	GPLv2orlater	221
2892	fribidi	LGPL	221
2891	fripper	GPLv2	221
2890	frocor	GPLv2	221
2889	frontier	GPLv2	221
2888	frost	GPLv2	221
4921	FrozenBubble	GPLv2	221
4962	FRT	GPLv2	221
5552	fs2xml	GPLv2	221
2887	fscript	LGPL	221
2886	fsfs	GPLv2orlater	221
2885	fsgrep	GPLv2	221
2884	fsh	GPLv2orlater	221
2883	fslint	GPLv2orlater	221
4961	FSP	BSD_3Clause	221
6119	fspot	BSD_3Clause	221
6119	fspot	Expat	221
6119	fspot	GPLv2	221
6119	fspot	LGPLv2	221
5454	fsvs	GPLv3	221
2882	fswebcam	GPLv2orlater	221
2881	ftime	GPLv2orlater	221
2880	ftp-outboxd	GPLv2orlater	221
2878	ftpcluster	GPLv2orlater	221
2877	ftpcopy	GPLv2	221
4960	FTPmond	GPLv2	221
2876	ftpproxy	GPLv2orlater	221
2879	ftpStats	SimplePermissive	221
5994	ftputil	BSD_3Clause	221
2875	ftwalk	GPLv2orlater	221
4959	FUDforum	GPLv2orlater	221
4920	Funct	GPLv2	221
2874	funct	GPLv2orlater	221
4919	FunctionCheck	GPLv2	221
4918	Fung-Calc	GPLv2orlater	221
6063	funk	BSD_2Clause	221
2873	funkload	GPLv2	221
5436	funkyplot	GPLv2orlater	221
2872	fuplayer	GPLv2orlater	221
2871	furball	Perl	221
6106	furius	GPLv3orlater	221
6107	furiusrss	BSD_2Clause	221
6107	furiusrss	GPLv2orlater	221
2870	furl	GPLv2orlater	221
2869	fuse	GPLv2	221
5831	fuzzpy	GPLv3orlater	221
4958	FVWM	GPLv2orlater	221
2868	fwanalog	GPLv2orlater	221
2867	fwbuilder	GPLv2orlater	221
2866	fwe	GPLv2orlater	221
2865	fwknop	GPLv2	221
2864	fwlogwatch	GPLv2orlater	221
2863	fwsnort	GPLv2orlater	221
4957	FXRuby	LGPLv2.1orlater	221
4956	FXT	GPLv3	221
2862	fyre	GPLv2orlater	221
4917	G-Cows	GPLv2	221
4916	G-Kermit	GPLv2orlater	221
2861	g-page	GPLv2	221
4915	G-Wrap	LGPLv2.1orlater	221
2860	g3data	GPLv2orlater	221
2859	g3dviewer	GPLv2orlater	221
2858	g4l	GPLv2	221
2857	g4u	BSD_AdClause	221
2848	gaa	GPLv2	221
2847	gabber	GPLv2orlater	221
4867	Gabedit	X11	221
2846	gaby	GPLv2	221
5310	gadmin	GPLv3orlater	221
2845	gaffitter	GPLv2orlater	221
2844	gag	GPLv2orlater	221
4914	GAIL	LGPLv2orlater	221
2843	gaim-e	GPLv2orlater	221
2842	gajim	GPLv3	221
5734	gal	LGPLv2	221
2841	galaxium_messenger	GPLv2	221
6077	galaxy	GPLv3	221
2840	galculator	GPLv2orlater	221
2839	gale	GPLv2	221
2838	galeon	GPLv2orlater	221
2837	galette	GPLv2orlater	221
2835	gallery	GPLv2orlater	221
2836	gallery.py	GPLv2orlater	221
2834	galleryadd.pl	GPLv2orlater	221
5553	galleryforge	GPLv2	221
2833	galleryscr.pl	GPLv2orlater	221
2832	gallue	GPLv2orlater	221
2831	gama	GPLv3orlater	221
2830	gamazons	GPLv2	221
2829	gambit	GPLv2orlater	221
2828	gamelauncher	GPLv2	221
2827	gameping	GPLv2	221
5377	gameq	LGPLv2.1	221
2826	gamgi	GPLv2orlater	221
2825	gammu	GPLv2orlater	221
2824	ganttpv	GPLv2orlater	221
2823	ganttweb	GPLv2orlater	221
2822	gap	GPLv2	221
6297	gapbuffer	Expat	221
2821	gaphor	GPLv2orlater	221
4866	Garlic	GPLv2orlater	221
2820	garnet	PublicDomain	221
4865	Garnome	GPLv2	221
2819	garpd	GPLv2orlater	221
6132	gastify	LGPLv3	221
2818	gastracker	GPLv2orlater	221
2817	gatO	GPLv2	221
4864	Gauche	BSD_3Clause	221
4913	GAUL	GPLv2orlater	221
2816	gav	GPLv2	221
2815	gawk	GPLv2orlater	221
4863	Gazpacho	LGPLv2orlater	221
2814	gbiff	GPLv2	221
2813	gbonds	GPLv2orlater	221
5571	gbuilder	GPLv2	221
5571	gbuilder	X11	221
2812	gcal	GPLv3orlater	221
2811	gcalctool	GPLv2orlater	221
2810	gcc	GPLv2orlater with exception	221
2810	gcc	LGPLv2.1orlater	221
2809	gcells	GPLv2orlater	221
2808	gcfilms	GPLv2orlater	221
2807	gcin	LGPLv2.1	221
2806	gcjwebplugin	GPLv2orlater with exception	221
2805	gcl	LGPL	221
2804	gcompressor	GPLv2orlater	221
2803	gcompris	GPLv2orlater	221
2802	gconf	LGPL	221
5733	gconfeditor	GPLv2orlater	221
2801	gcount	SimplePermissiveNoNonWarranty	221
5575	gcover	GPLv2	221
2800	gcron	GPLv2	221
4912	GCronTime	GPLv2	221
2799	gcstar	GPLv2orlater	221
2798	gcx	GPLv2orlater	221
2797	gd	SimplePermissiveNoNonWarranty	221
2796	gdado	GPLv2orlater	221
4911	GDAL	X11	221
2795	gdb	GPLv2orlater	221
2794	gdbm	GPLv2	221
2793	gdc-potto	GPLv2orlater	221
2792	gdcalc	GPLv2orlater	221
2791	gdeditor	GPLv2orlater	221
2856	gDesklets	GPLv2	221
5554	gdictcn	GPLv2	221
4910	GDIS	GPLv2orlater	221
2790	gdivelog	GPLv2	221
2789	gdkxft	LGPL	221
4909	GDL	GPLv2orlater	221
2788	gdm	GPLv2orlater	221
2787	gdmap	GPLv2	221
4862	Gdome2	LGPL	221
2786	gdpc	GPLv2orlater	221
2785	gdpm	GPLv2	221
4908	GDSL	GPLv2orlater	221
2784	geany	GPLv2orlater	221
6298	gearman	BSD	221
4860	GeboGebo	GPLv2orlater	221
2783	gecko	GPLv2	221
2782	gecode	Expat	221
2855	gEDA-gaf	GPLv2	221
2781	gedafe	GPLv2	221
2780	gedit	GPLv2orlater	221
2779	geekcredit	GPLv2orlater	221
2778	gegl	GPLv2orlater	221
4859	Geiriadur	GPLv2orlater	221
2777	gelemental	GPLv2	221
2776	gemdropx	GPLv2	221
2775	gems	GPLv2orlater	221
4858	GenChemLab	GPLv2orlater	221
4907	GENDIST	GPLv2	221
4857	GenericColoriser	GPLv2orlater	221
2774	genericNQS	GPLv2orlater	221
2773	generictionary	GPLv2	221
2772	geneweb	GPLv2orlater	221
2771	gengen	GPLv2orlater	221
2770	gengetopt	GPLv3orlater	221
5748	geniatagger	BSD_2Clause	221
5748	geniatagger	Expat	221
2769	genigma	GPLv2	221
2768	genius	GPLv2orlater	221
2767	geniustrader	GPLv2orlater	221
5882	genpo	GPLv3orlater	221
2766	genroms	LGPLv2orlater	221
5823	genshi	BSD_3Clause	221
2765	gensys	GPLv2orlater	221
4906	GENtle	GPLv2	221
4856	Geo-Weather	GPL	221
5996	geojson	BSD_3Clause	221
2764	geomview	LGPL	221
4905	GEOS	LGPLv2.1	221
4855	GeoToad	BSD_AdClause	221
4861	GePhex	GPLv2orlater	221
4854	Gequel	GPLv2	221
2763	gerstensaft	GPLv2orlater	221
2762	geshi	GPLv2	221
2761	gestalter	GPLv2orlater	221
2760	getAbsPath	GPLv2orlater	221
2758	getargs	GPLv2	221
2757	getattach.pl	GPLv2orlater	221
4853	GetDP	GPLv2orlater	221
2756	getgui	GPLv2orlater	221
2759	getID3	GPLv2	221
2755	getleft	GPLv2orlater	221
2754	getmail	GPLv2	221
5643	getopts	GPLv3	221
2753	gettext	GPLv3orlater	221
2753	gettext	LGPLv2.1orlater	221
6120	gevice	GPLv3	221
4852	Gewels	GPLv2orlater	221
2752	gfastfile	GPLv2orlater	221
2751	gfax	GPLv2orlater	221
2750	gfe	GPLv2orlater	221
2749	gfeed	GPLv2	221
2748	gflame	GPLv2orlater	221
2747	gfontview	GPL	221
4903	GForge	GPLv2orlater	221
2746	gforth	GPLv2	221
2745	gfortran	GPLv2orlater	221
2744	gfslicer	GPLv2orlater	221
2854	gFTP	GPLv2	221
4904	GFXIndex	GPLv2orlater	221
2743	ggadu	GPLv2orlater	221
2742	ggcov	GPLv2orlater	221
6121	gget	GPLv2orlater	221
2741	ggiterm	GPLv2orlater	221
2740	ggradebook	GPLv2orlater	221
2739	ggv	GPLv2orlater	221
2738	ggz_gamong_zone	GPLv2orlater	221
2737	ghc	BSD_3Clause	221
2736	ghemical	GPLv2	221
2735	ghex	GPLv2	221
2734	ghostscript	GPLv2	221
2733	ghostview	GPLv2orlater	221
2732	ghronos	GPL	221
2731	giac	GPLv2orlater	221
2730	gib	GPLv2orlater	221
2729	gicq	GPLv2orlater	221
5617	giflib	Expat	221
2728	gifsicle	GPLv2orlater	221
2726	gift	GPLv2	221
2727	gift-fasttrack	GPLv2orlater	221
2725	gigs-2532	SimplePermissive	221
2724	gimmage	GPLv2orlater	221
2723	gimmix	GPLv2orlater	221
2722	gimp	GPLv2orlater	221
2721	gimpDynText	GPLv2orlater	221
2720	gimpprint	GPLv2orlater	221
4850	GimpTextColorer	GPLv2orlater	221
2719	gina	GPLv2orlater	221
4851	GiNaC	GPLv2orlater	221
6241	ginsu	GPLv2orlater	221
4849	Gip	GPLv2orlater	221
5725	gipmsg	GPLv2orlater	221
2718	giptables	GPLv2orlater	221
5574	girda	GPLv2	221
5574	girda	X11	221
4902	GIST	GPLv2orlater	221
2717	git	GPLv2	221
2716	gitarella	GPLv2orlater	221
6299	gitgoggles	Expat	221
5997	gitpython	BSD_3Clause	221
2715	giv	GPLv2orlater	221
4848	GiveTake	GPLv2	221
2714	gizmod	GPLv2orlater	221
2713	gjots	GPLv2	221
6015	gjrand	GPLv2orlater	221
2712	gklog	GPL	221
2711	gkrellm	GPLv2	221
4901	GKsu	GPLv2orlater	221
2710	gl-117	GPLv2orlater	221
4900	GL2PS	GL2PS	221
4900	GL2PS	LGPLv2orlater	221
2709	glabels	GPLv2orlater	221
2707	glade	GPLv2orlater	221
2708	glade--	GPLv2orlater	221
2706	glame	GPLv2	221
2705	glark	LGPL	221
2704	glastree	PublicDomain	221
2703	glatex	GPLv2orlater	221
2702	glchess	GPL	221
2701	gld	GPLv2	221
4899	GLE	GPLv2	221
4899	GLE	SimplePermissive	221
2700	gleem	GPLv2orlater	221
2699	glflow	GPLv2orlater	221
2698	glib	LGPL	221
2697	glibbind	LGPLv2orlater	221
2696	glibench	GPLv2orlater	221
5600	glibs	GPLv2	221
2695	glife	GPLv2	221
2694	glimmer	GPL	221
2694	glimmer	LGPL	221
2693	glinusms	GPLv2orlater	221
2692	gliv	GPLv2orlater	221
2691	glob2	GPLv2orlater	221
2690	global	GPLv3orlater	221
2689	glom	GPLv2	221
4847	Glossword	GPLv2orlater	221
2688	glparchis	GPLv2orlater	221
2687	glpk	GPLv3orlater	221
2686	glsnake	GPLv2orlater	221
4898	GLST	GPLv2orlater	221
5534	gltail	GPLv2	221
4897	GLTT	LGPL	221
2685	glue	None yet	221
5634	glv	GPLv2orlater	221
4895	GMailArchiver	Perl	221
2684	gmailsender	GPLv2orlater	221
2683	gman	GPLv2	221
2682	gmandel	GPLv2orlater	221
2681	gmane	GPLv2	221
5729	gmath	GPLv2orlater	221
5353	gmclient	GPLv2orlater	221
2680	gmediaserver	GPLv2orlater	221
2679	gmessage	GPLv2	221
4894	GMime	GPLv2orlater	221
4896	GMM	GPLv2orlater	221
2678	gmmusic	GPLv2orlater	221
2677	gmobilemedia	GPLv2orlater	221
6130	gmousetool	GPLv2orlater	221
2676	gmp	LGPLv2.1orlater	221
2675	gmrun	GPLv2	221
5354	gmserver	GPLv2orlater	221
2674	gmsh	GPLv2orlater	221
2673	gmsl	GPLv2orlater	221
2672	gmt	GPLv2	221
2671	gmusicbrowser	GPLv2orlater	221
6074	gnac	GPLv3	221
4893	GNADE	GPLv2orlater	221
2670	gnarwl	GPLv2	221
2669	gnash	GPLv3orlater	221
2668	gnat	GPLv2	221
2667	gnats	GPL	221
2666	gnatsweb	GPL	221
6131	gnaural	GPLv2orlater	221
2665	gnet	LGPL	221
6161	gnetic	GFDL	221
6161	gnetic	GPLv3	221
2664	gneuro	GPLv2	221
2663	gneutronica	GPLv2orlater	221
2662	gnickr	GPLv2orlater	221
5738	gnmm	GPLv2orlater	221
2661	gno3dtet	GPLv2orlater	221
2660	gnobog	GPLv2orlater	221
2659	gnochive	GPLv2orlater	221
2658	gnocl	X11	221
2657	gnofin	GPLv2orlater	221
2656	gnofract4D	GPL	221
2655	gnomba	GPLv2	221
2640	gnome	GPLv2orlater	221
5576	gnome-chord	GPLv3	221
2635	gnome-find	GPLv2orlater	221
2654	gnome-hearts	GPLv2orlater	221
2653	gnome-ls	GPLv2orlater	221
2652	gnome-mag	GPLv2orlater	221
2651	gnome-netstatus	GPLv2orlater	221
2650	gnome-nettool	GPLv2orlater	221
2649	gnome-network	GPLv2orlater	221
2648	gnome-print	GPLv2orlater	221
2647	gnome-python	GPLv2orlater	221
2646	gnome-schedule	GPLv2orlater	221
2645	gnome-screen-ruler	GPLv2orlater	221
2644	gnome-speech	LGPLv2orlater	221
5570	gnome-subtitles	GFDL	221
5570	gnome-subtitles	GPLv2orlater	221
5570	gnome-subtitles	X11	221
2643	gnome-sudoku	GPLv2orlater	221
2642	gnome-swallow	GPLv2orlater	221
2641	gnome-terminal	GPLv2orlater	221
5727	gnomeattacks	GPLv2orlater	221
6085	gnomebaker	GPLv3	221
5730	gnomebt	BSD_3Clause	221
5730	gnomebt	GPLv2orlater	221
5736	gnomecatalog	GPLv3	221
5737	gnomecc	GPLv3orlater	221
2638	gnomecharactermap	GPLv2	221
2637	gnomecommander	GPLv2orlater	221
2636	gnomedb	GPLv2	221
2634	gnomeflow	GPLv2	221
2633	gnomegames	GPLv2orlater	221
2632	gnomego	GPLv2orlater	221
2639	gnomeICU	GPLv2orlater	221
2631	gnomeldap	GPLv2	221
6096	gnomemastermind	GFDL	221
6096	gnomemastermind	GPLv2orlater	221
2630	gnomemm	GPLv2orlater	221
5735	gnomepassword	GPLv2orlater	221
2629	gnomepilot	GPLv2orlater	221
5728	gnomepkgtool	GPLv2orlater	221
2628	gnomeradio	GPLv2	221
4843	GnomerMind	GPLv2orlater	221
6129	gnomesensorsapplet	GFDL	221
6129	gnomesensorsapplet	GPLv2orlater	221
2627	gnometoaster	GPLv2	221
2626	gnometranscript	GPLv2	221
2625	gnomeutils	GPLv2orlater	221
4844	GnomeVFS	GPLv2orlater	221
5726	gnomevideo	GPLv3orlater	221
2624	gnomint	GPLv3orlater	221
2623	gnomoradio	GPLv2orlater	221
2622	gnonlin	GPLv2	221
6115	gnono	GPLv2orlater	221
2621	gnopernicus	GPLv2orlater	221
2620	gnormalize	GPLv2	221
4846	GnoRPM	GPLv2orlater	221
5836	gnostic	GPLv2	221
2619	gnotary	GPLv2orlater	221
2618	gnotary_client	GPLv2orlater	221
6014	gnote	Expat	221
6014	gnote	GPLv3orlater	221
2617	gnotepad	GPLv2orlater	221
4845	GnoTime	GPLv2orlater	221
2616	gnowsys	GPLv2orlater	221
2615	gnu-arch	GPLv2	221
2614	gnu-crypto	GPLv2orlater plus library exception	221
2613	gnu.free	GPLv2orlater	221
3911	gnuae	GPLv2orlater	221
5677	gnubatch	GFDL	221
5677	gnubatch	GPLv3orlater	221
2611	gnubg	GPLv2orlater	221
2610	gnubiff	GPLv3orlater	221
2609	gnubik	GPLv3orlater	221
2608	gnuboy	GPLv2	221
2607	gnucap	GPLv2orlater	221
2606	gnucash	GPLv2orlater	221
2605	gnucomm	GPLv2orlater	221
2604	gnudata	GPLv2orlater	221
2602	gnue-appserver	GPLv2orlater	221
6214	gnue-common	GPLv2	221
6212	gnue-forms	GPLv2	221
6211	gnue-navigator	GPLv3	221
6213	gnue-reports	GPLv3	221
2603	gnuedu	GPLv2orlater	221
2601	gnugk	GPLv2	221
2600	gnugo	GPLv3	221
2599	gnuhostinghelper	GPLv2	221
2598	gnuitar	GPLv2orlater	221
2597	gnujump	GPLv2orlater	221
2596	gnuledger	GPLv2	221
2594	gnumach	GPLv2orlater	221
4892	GNUMail	GPLv2orlater	221
4842	GnuMath	GPLv2	221
2593	gnumed	GPLv2	221
2592	gnumeric	GPLv2orlater	221
2591	gnumessenger	GPLv2orlater	221
2853	gNumExp	GPLv2	221
2590	gnump3d	GPLv2orlater	221
5612	gnun	GFDL	221
5612	gnun	GPLv3orlater	221
5612	gnun	W3C	221
5612	gnun	X11	221
2589	gnunet	GPLv2orlater	221
4891	GNUPascal	GPLv2	221
2588	gnupg	GPLv3orlater	221
2587	gnupginterface	GPLv2orlater	221
5445	gnupoc	GPLv2orlater	221
2586	gnupod	GPLv3orlater	221
5525	gnur	GPLv2orlater	221
5525	gnur	LGPLv2.1	221
2585	gnuradio	GPLv3orlater	221
2584	gnurobots	GPLv2orlater	221
2583	gnus	GPLv2orlater	221
2582	gnuscapenav	GPLv2	221
2581	gnuschool	GPLv3orlater	221
2580	gnushogi	GPLv2orlater	221
2579	gnusim8085	GPLv2orlater	221
2578	gnuskies	GPLv2orlater	221
2577	gnusound	GPLv2orlater	221
5609	gnuspool	GPLv3orlater	221
2576	gnusql	GPLv2	221
2575	gnustep	LGPL	221
2574	gnusticker	GPLv2orlater	221
2573	gnusysutils	GPLv2orlater	221
4890	GNUTeXmacs	GPLv2orlater	221
2572	gnutls	GPLv3orlater	221
2571	gnutrition	GPLv3	221
2570	gnuts	GPLv2	221
2612	gnuVisualDebugger	GPLv2orlater	221
2569	gnuxhippo	GPLv2orlater	221
2568	gnuzilla	GPLv2orlater	221
2568	gnuzilla	LGPLv2.1orlater	221
2568	gnuzilla	MPL1.1	221
6301	go	Expat	221
2567	gob	GPLv2orlater	221
2566	gobby	GPLv2orlater	221
2565	goblin	LGPL	221
2564	goffice	GPLv2orlater	221
2563	gogglesmm	GPLv2orlater	221
4889	GOK	LGPL	221
6099	golbalvillage	GPLv2orlater	221
2562	goldenpod	GPLv3	221
2561	goldwater	GPL	221
2560	goodweather	GPLv2orlater	221
2559	googleware	GPLv2	221
5803	googlism	GPLv2	221
2558	goops	GPLv2orlater	221
2557	goose	LGPL	221
4841	GooseQuill	GPLv2	221
2556	gorm	GPLv2orlater	221
2555	gosamba	GPLv2orlater	221
2554	gospy-applet	GPLv2orlater	221
2553	gossip	GPLv2orlater	221
2552	gotmail	GPLv2	221
4840	Gourmet_Recipe_Manager	GPL	221
2551	gpa	GPLv2orlater	221
2550	gpaint	GPLv3orlater	221
6128	gparted	GFDL	221
6128	gparted	GPLv2orlater	221
2549	gpasman	GPLv2	221
4883	GPass	GPLv2orlater	221
2548	gpdf	GPLv2orlater	221
2547	gperf	GPLv3orlater	221
2546	gperiodic	GPLv2orlater	221
2545	gpg-crypter	GPL	221
4888	GPGME	GPLv2orlater	221
2544	gphoto2	LGPL	221
2543	gphotocoll	GPLv2orlater	221
2542	gphoton	GPLv2	221
2852	gPHPEdit	GPLv2orlater	221
2541	gpiv	GPLv2orlater	221
2540	gpivtools	GPLv2orlater	221
2539	gpixpod	GPLv2orlater	221
2538	gplflash	GPLv2orlater	221
2537	gpligc	GPLv2	221
2536	gpodder	GPLv2	221
2535	gpp	GPLv2orlater	221
4887	GPP	LGPLv2.1orlater	221
2534	gpredict	GPLv2orlater	221
4886	GPRename	GPLv2	221
4839	GproFTPd	GPLv2orlater	221
2533	gprolog	GPLv2	221
2532	gps	GPLv2	221
4885	GPSBabel	GPLv2orlater	221
2531	gpsdrive	GPLv2	221
2530	gpsimulator	GPLv2	221
2529	gpsman	GPLv2orlater	221
4884	GPStk	LGPLv2.1	221
2528	gpsui	GPLv2orlater	221
2527	gpub	GPLv2orlater	221
4882	GPuTTY	GPLv2orlater	221
2526	gq	GPLv2orlater	221
2525	gqradio	GPLv2orlater	221
2851	gQueue	GPLv2orlater	221
2524	gqview	GPLv2	221
2523	grabinfo	GPLv2	221
4838	Grace	GPLv2	221
5456	gracelib	GPLv2orlater	221
5456	gracelib	LGPLv2.1	221
2522	gradel	GPLv2orlater	221
5422	gradint	GPLv3orlater	221
2521	grafist	GPLv2	221
2520	graft	GPLv2	221
2519	grammatica	GPLv2orlater	221
2518	gramps	GPLv2orlater	221
5792	grandomwallpaper	GPLv3orlater	221
2517	granule	GPLv2orlater	221
2516	grap	GPLv2	221
6153	grapefruit	Apache2.0	221
2515	graph-tool	GPLv2orlater	221
4835	Graphics3D	BSD_3Clause	221
