#  file: fmTroveDefs2010-May.txt
#  package: fmProjectInfo
#  description of file/package:
#
#  This package includes raw data files from our database of Freshmeat project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw data was inserted into database by running the scripts:
#  scraper.pl and url_resolver.pl on the RDF files provided by Freshmeat. Get 
#  these files like this:
#  curl -O http://download.freshmeat.net/backend/fm-projects.rdf.bz2
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT *
#  FROM fm_trove_defs
#  WHERE datasource_id=81
#  ORDER BY trove_id
#
#  datasource_id = 81 is the latest trove defs that we have
trove_id	root	parent	name	datasource_id
987	18	986	Topic :: Desktop Environment :: Window Managers :: MetaCity :: Themes	81
988	18	58	Topic :: Desktop Environment :: Gnome :: Metathemes	81
989	18	56	Topic :: Desktop Environment :: Window Managers :: Oroborus	81
990	18	989	Topic :: Desktop Environment :: Window Managers :: Oroborus :: Themes	81
991	18	992	Topic :: Desktop Environment :: Application Themes :: Login Managers :: GDM	81
992	18	965	Topic :: Desktop Environment :: Application Themes :: Login Managers	81
993	18	992	Topic :: Desktop Environment :: Application Themes :: Login Managers :: KDM	81
994	18	992	Topic :: Desktop Environment :: Application Themes :: Login Managers :: WDM	81
995	13	13	License :: Free For Home Use	81
996	13	13	License :: DFSG approved	81
998	18	56	Topic :: Desktop Environment :: Window Managers :: CTWM	81
999	18	998	Topic :: Desktop Environment :: Window Managers :: CTWM :: Themes	81
1000	160	160	Programming Language :: YACC	81
1001	18	45	Topic :: Software Development :: Internationalization	81
1002	18	45	Topic :: Software Development :: Localization	81
1003	225	237	Environment :: Web Environment :: Mozilla	81
1004	13	14	License :: OSI Approved :: Open Software License	81
1005	18	56	Topic :: Desktop Environment :: Window Managers :: Waimea	81
1006	18	1005	Topic :: Desktop Environment :: Window Managers :: Waimea :: Themes	81
1007	18	973	Topic :: Desktop Environment :: Theme Resources :: Sounds	81
1008	13	13	License :: WTFPL	81
1011	18	864	Topic :: System :: Operating System :: Linux Distributions	81
1012	18	1011	Topic :: System :: Operating System :: Linux Distributions :: CD-Based	81
1013	18	1011	Topic :: System :: Operating System :: Linux Distributions :: Floppy-Based	81
1014	13	14	License :: OSI Approved :: Academic Free License (AFL)	81
1015	18	18	Topic :: Information Management	81
1016	18	1015	Topic :: Information Management :: Records Management	81
1017	18	1015	Topic :: Information Management :: Issue Tracking	81
1018	18	1015	Topic :: Information Management :: Document Repositories	81
1019	18	1015	Topic :: Information Management :: Workflow Frameworks	81
1020	18	1015	Topic :: Information Management :: Metadata/Semantic Models	81
1021	13	13	License :: Affero General Public License	81
1022	18	97	Topic :: Scientific/Engineering :: Neuroscience	81
1023	13	14	License :: OSI Approved :: BSD License (revised)	81
1024	18	965	Topic :: Desktop Environment :: Application Themes :: MPlayer	81
1025	18	853	Topic :: Text Processing :: Markup :: XSL/XSLT	81
1026	18	853	Topic :: Text Processing :: Markup :: DSSSL	81
1027	18	853	Topic :: Text Processing :: Markup :: DocBook	81
1028	160	160	Programming Language :: Common Lisp	81
1029	18	251	Topic :: Communications :: File Sharing :: Direct Connect	81
1030	18	97	Topic :: Scientific/Engineering :: Geographical	81
1031	18	136	Topic :: System :: Diagnostics	81
1032	18	56	Topic :: Desktop Environment :: Window Managers :: Kahakai	81
1033	18	1032	Topic :: Desktop Environment :: Window Managers :: Kahakai :: Themes	81
1034	160	198	Programming Language :: Java :: J2ME	81
1035	225	225	Environment :: Handheld	81
1036	225	1035	Environment :: Handheld :: PDA	81
1037	225	1035	Environment :: Handheld :: Media Player	81
1038	225	1035	Environment :: Handheld :: Mobile Phone	81
1039	199	199	Operating System :: SymbianOS	81
1040	225	1036	Environment :: Handheld :: PDA :: Qtopia	81
1041	0	0	Network Environment	81
1042	1041	1044	Network Environment :: IP :: IPv4	81
1043	1041	1044	Network Environment :: IP :: IPv6	81
1044	1041	1041	Network Environment :: IP	81
1045	0	0	Translations	81
1046	1045	1045	Translations :: German	81
1047	1045	1045	Translations :: English	81
1048	1045	1045	Translations :: Spanish	81
1049	1045	1045	Translations :: French	81
1050	1045	1045	Translations :: Afrikaans	81
1051	1045	1045	Translations :: Arabic	81
1052	1045	1045	Translations :: Bulgarian	81
1053	1045	1045	Translations :: Chinese	81
1054	1045	1045	Translations :: Croatian	81
1055	1045	1045	Translations :: Czech	81
1056	1045	1045	Translations :: Danish	81
1057	1045	1045	Translations :: Dutch	81
1058	1045	1045	Translations :: Finnish	81
1059	1045	1045	Translations :: Greek	81
1060	1045	1045	Translations :: Hebrew	81
1061	1045	1045	Translations :: Hungarian	81
1062	1045	1045	Translations :: Indonesian	81
1063	1045	1045	Translations :: Irish	81
1064	1045	1045	Translations :: Italian	81
1065	1045	1045	Translations :: Japanese	81
1066	1045	1045	Translations :: Korean	81
1067	1045	1045	Translations :: Latin	81
1068	1045	1045	Translations :: Norwegian	81
1069	1045	1045	Translations :: Polish	81
1070	1045	1045	Translations :: Portuguese	81
1071	1045	1045	Translations :: Romanian	81
1072	1045	1045	Translations :: Russian	81
1073	1045	1045	Translations :: Serbian	81
1074	1045	1045	Translations :: Slovenian	81
1075	1045	1045	Translations :: Slovak	81
1076	1045	1045	Translations :: Swedish	81
1077	1045	1045	Translations :: Turkish	81
1078	1045	1045	Translations :: Ukrainian	81
1079	1045	1045	Translations :: Vietnamese	81
1080	1045	1045	Translations :: Latvian	81
1081	18	18	Topic :: freshmeat.net	81
1082	13	13	License :: The Apache License 2.0	81
1083	199	216	Operating System :: Microsoft :: Windows :: Cygwin	81
1084	18	965	Topic :: Desktop Environment :: Application Themes :: Boot Splash	81
1085	18	97	Topic :: Scientific/Engineering :: Archeology	81
1086	18	56	Topic :: Desktop Environment :: Window Managers :: Openbox	81
1087	18	1086	Topic :: Desktop Environment :: Window Managers :: Openbox :: Themes	81
1088	18	66	Topic :: Database :: API	81
1089	1	1	Intended Audience :: Advanced End Users	81
1090	18	918	Topic :: Desktop Environment :: Window Managers :: Window Maker :: Themes :: <= v0.52	81
1091	18	918	Topic :: Desktop Environment :: Window Managers :: Window Maker :: Themes :: >= v0.60	81
1092	18	56	Topic :: Desktop Environment :: Window Managers :: SWM	81
1093	18	1092	Topic :: Desktop Environment :: Window Managers :: SWM :: Themes	81
1094	18	55	Topic :: Desktop Environment :: Tools	81
1095	160	160	Programming Language :: Lua	81
1096	160	160	Programming Language :: REALbasic	81
1097	160	160	Programming Language :: Groovy	81
1098	18	92	Topic :: Internet :: WWW/HTTP :: Dynamic Content :: Wiki	81
1099	18	849	Topic :: Text Processing :: Bibliography	81
1100	13	13	License :: Eclipse Public License	81
1101	18	992	Topic :: Desktop Environment :: Application Themes :: Login Managers :: qingy	81
1102	18	919	Topic :: Desktop Environment :: Window Managers :: Blackbox :: Themes 0.70	81
1103	13	14	License :: OSI Approved :: Common Development and Distribution License (CDDL)	81
1104	160	185	Programming Language :: Unix Shell :: Bash	81
1105	160	185	Programming Language :: Unix Shell :: TCSH	81
1106	160	160	Programming Language :: Rebol	81
1107	160	160	Programming Language :: Clipper	81
1108	18	921	Topic :: Desktop Environment :: Window Managers :: Afterstep :: Themes 2.x	81
1109	18	52	Topic :: Software Development :: Version Control :: Subversion	81
1110	13	13	License :: The CeCILL License	81
1111	18	150	Topic :: System :: Networking :: LDAP	81
1112	18	20	Topic :: Communications :: WAP	81
1113	199	200	Operating System :: POSIX :: QNX	81
1114	225	1117	Environment :: Eclipse :: SWT	81
1115	13	14	License :: OSI Approved :: Adaptive Public License (APL)	81
1116	13	13	License :: Copyback License	81
1117	225	225	Environment :: Eclipse	81
1118	225	1117	Environment :: Eclipse :: Java/Swing	81
1119	1045	1045	Translations :: Catalan	81
1120	13	13	License :: Apple Public Source License (APSL)	81
1121	225	237	Environment :: Web Environment :: Portlet	81
1122	18	45	Topic :: Software Development :: Refactoring	81
1123	160	160	Programming Language :: Gambas	81
1124	225	237	Environment :: Web Environment :: uPortal	81
1125	225	1124	Environment :: Web Environment :: uPortal :: IChannel	81
1126	18	129	Topic :: Office/Business :: CRM	81
1127	18	97	Topic :: Scientific/Engineering :: Physics	81
1128	160	160	Programming Language :: D	81
1129	199	216	Operating System :: Microsoft :: Windows :: Vista	81
1130	13	14	License :: OSI Approved :: GNU General Public License v2	81
1131	13	14	License :: OSI Approved :: GNU General Public License v3	81
1132	18	100	Topic :: Multimedia :: Graphics :: Animation	81
1133	18	55	Topic :: Desktop Environment :: Equinox	81
1134	18	43	Topic :: Security :: Forensics	81
1135	13	14	License :: OSI Approved :: Educational Community License	81
